languages	[ 4.          0.52342121  0.         -3.        ]
sat	[41.          0.57778724  2.         -9.        ]
functions	[ 7.          0.52565689  0.         -4.        ]
proposed	[0 0 0 0]
formal	[ 7.          0.52506455  0.         -1.        ]
expressive	[31.         0.6055911  0.        -5.       ]
different	[0 0 0 0]
free	[ 4.          0.55520755  1.         -3.        ]
techniques	[15.          0.52840344  1.         -4.        ]
programming	[ 6.          0.61369705  1.         -4.        ]
refinement	[ 5.          0.55830073  0.         -3.        ]
infinite	[3.         0.50546857 0.         0.        ]
transition	[26.          0.59531396  0.         -8.        ]
trees	[12.          0.55082446  1.         -1.        ]
ctl	[ 41.          0.5817569   0.        -13.       ]
propositional	[ 4.          0.56623624  0.         -2.        ]
computation	[ 5.          0.55245327  1.         -2.        ]
algorithms	[0 0 0 0]
lambda	[ 48.           0.60442531   2.         -15.        ]
partial	[30.          0.55456996  0.         -5.        ]
information	[37.          0.61682087  2.         -9.        ]
natural	[ 6.          0.54764355  0.         -4.        ]
space	[14.         0.5496948  1.        -8.       ]
reachability	[12.          0.54997821  1.         -6.        ]
abstraction	[ 4.          0.53061616  0.         -1.        ]
procedure	[20.          0.57754006  1.         -2.        ]
technique	[ 4.          0.56218734  0.         -4.        ]
specification	[22.          0.53982341  1.         -5.        ]
power	[13.          0.57864265  0.         -4.        ]
graph	[23.          0.54165187  4.         -5.        ]
weak	[18.          0.56159595  0.         -4.        ]
consider	[ 2.          0.53047544  0.         -1.        ]
probability	[17.          0.56366265  1.         -5.        ]
quantifier	[14.          0.53241338  2.         -7.        ]
timed	[ 30.           0.56170089   1.         -10.        ]
defined	[0 0 0 0]
linear logic	[23.          0.55598401  1.         -1.        ]
completeness	[18.          0.55546983  0.         -3.        ]
property	[0 0 0 0]
algebra	[11.          0.56521689  1.         -6.        ]
implementation	[11.         0.5747247  1.        -2.       ]
synthesis	[ 9.          0.54079962  0.         -2.        ]
bounded	[ 4.         0.5594614  0.        -2.       ]
resolution	[18.         0.5649395  1.        -4.       ]
extend	[0 0 0 0]
bisimilarity	[30.          0.56930173  1.         -6.        ]
term	[21.          0.56262135  0.         -7.        ]
function	[ 42.           0.53625987   1.         -10.        ]
standard	[0 0 0 0]
smt	[42.          0.62461852  4.         -9.        ]
classes	[0 0 0 0]
tree	[ 7.          0.55109265  1.         -4.        ]
components	[31.          0.55589444  3.         -3.        ]
context	[ 7.         0.5654767  0.        -3.       ]
hybrid	[20.         0.5619496  1.        -9.       ]
higher	[ 7.          0.54088692  1.         -1.        ]
states	[ 6.          0.54357911  0.         -1.        ]
concurrent	[ 4.          0.60282947  0.         -3.        ]
like	[0 0 0 0]
sound	[ 5.          0.51504236  1.         -1.        ]
algebraic	[0 0 0 0]
markov	[ 31.           0.57440133   2.         -12.        ]
soundness	[ 4.          0.53171317  0.         -2.        ]
variables	[0 0 0 0]
simple	[ 6.          0.52239337  0.         -1.        ]
representation	[0 0 0 0]
safety	[ 4.          0.61128812  1.         -2.        ]
quantum	[ 50.           0.67781955   2.         -23.        ]
allow	[0 0 0 0]
implemented	[4.         0.50302404 0.         0.        ]
level	[ 2.          0.51544881  0.         -1.        ]
simulation	[ 7.          0.55539451  1.         -3.        ]
pspace	[19.          0.56638589  1.         -3.        ]
automaton	[16.          0.54259146  1.         -6.        ]
sl	[17.          0.59489778  1.         -6.        ]
description	[19.          0.56565785  0.         -6.        ]
undecidable	[5.         0.54047284 1.         0.        ]
search	[19.         0.5580474  0.        -5.       ]
rewriting	[ 26.           0.54877811   0.         -10.        ]
uses	[0 0 0 0]
evaluation	[12.          0.54433883  0.         -2.        ]
transition systems	[38.          0.56671505  0.         -6.        ]
version	[12.          0.56034311  0.         -2.        ]
setting	[0 0 0 0]
deterministic	[ 4.          0.51429182  0.         -4.        ]
knowledge	[ 7.          0.54387752  1.         -3.        ]
stochastic	[ 33.           0.60360481   1.         -20.        ]
size	[38.         0.5509653  3.        -2.       ]
presented	[0 0 0 0]
type theory	[48.          0.61866969  0.         -5.        ]
provides	[ 2.          0.52315167  0.         -1.        ]
construction	[ 7.          0.57915837  1.         -2.        ]
possible	[0 0 0 0]
concurrency	[11.          0.52578625  0.          0.        ]
us	[0 0 0 0]
operators	[0 0 0 0]
bisimulation	[26.          0.56180642  0.         -6.        ]
constraint	[19.          0.54201769  1.         -6.        ]
distributed	[16.          0.54867858  0.         -6.        ]
they	[0 0 0 0]
memory	[ 3.          0.56224316  1.         -2.        ]
games	[38.          0.54869467  3.         -6.        ]
computational	[ 16.           0.54414582   0.         -10.        ]
equivalent	[21.          0.54282481  0.         -3.        ]
addition	[ 2.          0.56039128  0.         -2.        ]
mtl	[37.          0.55868759  0.         -4.        ]
proving	[ 7.          0.55550009  0.         -2.        ]
trace	[ 36.           0.55977944   1.         -16.        ]
intuitionistic	[16.          0.57672149  0.         -9.        ]
definition	[ 8.          0.55085986  0.         -5.        ]
definitions	[10.          0.60801566  0.         -2.        ]
pdl	[35.          0.57799816  1.         -3.        ]
extended	[ 2.          0.58845401  0.         -2.        ]
methods	[2.         0.52837667 0.         0.        ]
tool	[ 6.          0.52888883  0.         -2.        ]
syntax	[19.          0.55361904  1.         -4.        ]
extends	[0 0 0 0]
large	[ 8.         0.5589908  0.        -6.       ]
introduced	[0 0 0 0]
category	[ 4.          0.62715855  0.         -2.        ]
computing	[ 9.          0.59213139  1.         -3.        ]
conditions	[17.          0.54615913  0.         -4.        ]
nets	[29.          0.59502576  1.         -6.        ]
monadic	[13.         0.5842368  0.        -8.       ]
certain	[0 0 0 0]
restricted	[ 3.          0.57057995  0.         -3.        ]
continuous	[ 8.          0.52740221  0.         -5.        ]
composition	[18.          0.56550018  0.         -2.        ]
monad	[26.          0.56258783  2.         -9.        ]
operational semantics	[27.          0.57196785  3.         -4.        ]
finally	[7.         0.51974397 0.         0.        ]
proved	[ 6.          0.57330203  0.         -1.        ]
extensions	[ 4.          0.55609789  1.         -2.        ]
related	[ 2.          0.52093318  0.         -2.        ]
values	[13.          0.54465926  0.         -5.        ]
quantifiers	[15.          0.57309939  0.         -4.        ]
efficient	[0 0 0 0]
point	[13.         0.5612517  0.        -7.       ]
datalog	[ 49.           0.58987363   3.         -10.        ]
important	[ 6.         0.5690442  0.        -3.       ]
real	[20.         0.5477279  2.        -2.       ]
recently	[ 2.          0.61235914  0.         -2.        ]
temporal logic	[22.          0.55151887  0.         -6.        ]
kripke	[ 37.           0.55671177   0.         -15.        ]
closed	[17.          0.57451721  0.         -8.        ]
operator	[3.        0.5115748 0.        0.       ]
corresponding	[ 3.          0.52003717  0.         -2.        ]
bound	[ 9.          0.53841501  1.         -4.        ]
branching	[ 5.          0.52202237  0.         -2.        ]
game	[ 6.          0.57645933  2.         -2.        ]
satisfiability problem	[30.          0.57759839  3.         -1.        ]
means	[0 0 0 0]
theoretic	[ 2.          0.56898844  0.         -2.        ]
cut	[43.          0.55987176  0.         -9.        ]
event	[ 48.          0.6745557   1.        -16.       ]
decision procedure	[36.          0.58338049  1.         -2.        ]
regular	[ 39.           0.56657486   1.         -13.        ]
positive	[ 37.           0.54852344   4.         -11.        ]
axioms	[11.          0.54137388  1.         -3.        ]
decision	[21.          0.57852009  2.         -4.        ]
applications	[ 3.          0.55444501  0.         -2.        ]
winning	[ 49.           0.62480208   0.         -16.        ]
tools	[ 6.          0.53508733  0.         -3.        ]
many	[0 0 0 0]
design	[ 4.          0.55567209  0.         -1.        ]
express	[3.         0.52211907 0.         0.        ]
discrete	[19.          0.54887006  0.         -4.        ]
approaches	[ 5.          0.55088325  0.         -2.        ]
style	[ 8.          0.54131562  0.         -3.        ]
process algebra	[22.          0.58117062  1.         -4.        ]
control	[0 0 0 0]
arbitrary	[0 0 0 0]
studied	[0 0 0 0]
step	[ 2.          0.53053626  0.         -1.        ]
choice	[23.         0.5324415  0.        -8.       ]
logic programs	[32.          0.54601393  0.          0.        ]
prover	[ 35.           0.55638742   0.         -12.        ]
turing	[40.          0.56001077  2.         -7.        ]
domain	[12.          0.55526326  0.         -6.        ]
introduce	[0 0 0 0]
local	[13.          0.53496188  0.         -4.        ]
value	[16.          0.53541453  0.         -5.        ]
quantitative	[10.          0.53766345  0.         -5.        ]
inference	[ 9.         0.6180136  0.        -4.       ]
bounds	[46.          0.55846692  2.         -4.        ]
however	[0 0 0 0]
shown	[0 0 0 0]
strong	[0 0 0 0]
words	[16.          0.55698486  1.         -5.        ]
labelled	[18.         0.5447613  1.        -6.       ]
paths	[ 4.          0.54824999  0.         -1.        ]
basis	[ 2.          0.68174726  0.         -2.        ]
networks	[22.          0.57171049  3.         -3.        ]
complex	[14.          0.52778221  1.         -3.        ]
translation	[ 5.          0.55101459  1.         -3.        ]
modal logic	[28.          0.56441132  0.         -2.        ]
may	[0 0 0 0]
operational	[26.          0.57556261  3.         -4.        ]
strategies	[11.          0.53995917  0.         -2.        ]
petri nets	[42.          0.60637206  1.         -3.        ]
algebras	[0 0 0 0]
minimal	[ 3.          0.51543188  0.         -2.        ]
previously	[ 3.          0.54422492  0.         -2.        ]
semantic	[0 0 0 0]
strategy	[18.          0.53499465  0.         -5.        ]
several	[0 0 0 0]
pctl	[23.          0.60704632  1.         -5.        ]
answer	[15.          0.56171538  0.         -6.        ]
construct	[0 0 0 0]
gives	[0 0 0 0]
testing	[ 40.           0.54541781   0.         -10.        ]
exponential	[ 9.          0.56066566  1.         -3.        ]
give	[0 0 0 0]
machine	[ 5.          0.54001889  1.         -4.        ]
predicate	[ 20.           0.57309124   1.         -10.        ]
path	[ 25.           0.55734021   0.         -13.        ]
theories	[0 0 0 0]
interpretation	[ 9.          0.54187087  0.         -5.        ]
novel	[ 2.          0.51246393  0.         -2.        ]
queries	[46.          0.59955409  4.         -6.        ]
induction	[29.          0.62671509  0.         -9.        ]
solvers	[50.         0.5600676  1.        -8.       ]
np	[39.          0.59961829  0.         -9.        ]
interaction	[15.         0.5792729  0.        -2.       ]
calculi	[ 5.          0.55203179  0.         -3.        ]
predicates	[14.          0.55284799  0.         -1.        ]
formalization	[26.          0.55703686  1.         -5.        ]
applied	[0 0 0 0]
solver	[ 46.           0.58112577   5.         -15.        ]
omega	[ 41.           0.59027554   0.         -15.        ]
example	[2.         0.51737404 0.         0.        ]
including	[0 0 0 0]
automated	[ 9.          0.57581057  1.         -3.        ]
features	[0 0 0 0]
csp	[15.          0.59397858  2.         -6.        ]
thus	[0 0 0 0]
equivalences	[29.          0.53691858  0.         -5.        ]
solving	[21.          0.54809192  1.         -6.        ]
intuitionistic logic	[22.          0.54545399  1.         -2.        ]
application	[ 4.          0.56121127  0.         -2.        ]
fragments	[0 0 0 0]
question	[ 8.          0.54546994  0.         -2.        ]
recursive	[ 3.          0.57785253  0.         -3.        ]
isabelle	[24.         0.5634254  1.        -7.       ]
formulae	[0 0 0 0]
similar	[0 0 0 0]
inductive	[ 18.           0.56960362   0.         -10.        ]
points	[ 7.          0.52684479  0.         -2.        ]
lower	[11.          0.59032118  1.         -2.        ]
graphs	[5.         0.53283752 1.         0.        ]
solutions	[12.          0.59513336  0.         -1.        ]
typed	[ 7.         0.5471706  0.        -5.       ]
paradigm	[22.          0.59801223  0.         -7.        ]
transitions	[16.          0.54114555  0.         -4.        ]
clauses	[10.          0.55038841  0.         -2.        ]
procedures	[15.          0.58617652  1.         -1.        ]
characterize	[ 7.          0.53715023  0.         -1.        ]
recursion	[16.          0.53835272  1.         -5.        ]
execution	[0 0 0 0]
input	[ 3.          0.52320633  0.         -2.        ]
exptime	[24.          0.58692569  1.         -6.        ]
instance	[2.         0.51496148 0.         0.        ]
represented	[0 0 0 0]
restriction	[0 0 0 0]
resulting	[0 0 0 0]
operations	[ 2.          0.57182834  0.         -1.        ]
behaviour	[13.          0.53814333  0.         -2.        ]
article	[ 4.         0.5845089  0.        -3.       ]
protocol	[20.          0.61842954  0.         -7.        ]
timed automata	[30.          0.57617101  2.         -6.        ]
role	[ 5.          0.55725491  1.         -4.        ]
modalities	[20.          0.53648433  1.         -8.        ]
specific	[0 0 0 0]
correctness	[3.         0.52308869 0.         0.        ]
directly	[ 3.          0.53070223  0.         -1.        ]
effects	[16.          0.56091657  0.         -2.        ]
constructive	[0 0 0 0]
elimination	[39.          0.58294332  1.         -4.        ]
derive	[2.         0.52864122 0.         0.        ]
parameterized	[ 22.           0.55866998   1.         -10.        ]
experimental results	[15.          0.59582762  1.         -3.        ]
software	[19.          0.57698724  0.         -3.        ]
ontologies	[46.          0.59518368  3.         -6.        ]
obtained	[0 0 0 0]
symbolic	[ 6.          0.54845349  1.         -3.        ]
represent	[10.          0.54637843  0.         -1.        ]
invariant	[12.          0.52462412  0.         -6.        ]
sequent calculus	[47.          0.55303146  1.         -3.        ]
al	[22.          0.56101869  1.         -8.        ]
scott	[49.         0.6129418  1.        -7.       ]
uniform	[ 4.          0.52459937  0.         -2.        ]
ordered	[0 0 0 0]
preserving	[21.          0.52323636  1.         -5.        ]
isomorphism	[18.          0.56153758  1.         -3.        ]
coefficients	[24.          0.60900328  1.         -7.        ]
within	[0 0 0 0]
experiments	[ 9.         0.5694825  0.        -4.       ]
behavior	[ 8.          0.54552058  0.         -3.        ]
dependent	[45.          0.56885899  1.         -8.        ]
horn	[ 36.           0.58456928   1.         -11.        ]
prolog	[32.          0.56624992  3.         -9.        ]
sequential	[7.         0.52339716 0.         0.        ]
global	[ 7.          0.52707313  0.         -4.        ]
mathematics	[13.          0.57239238  1.         -3.        ]
mathematical	[12.          0.56977262  2.         -4.        ]
subset	[0 0 0 0]
provided	[0 0 0 0]
part	[ 9.          0.51410278  0.         -3.        ]
user	[23.          0.56894095  0.         -2.        ]
the problem	[2.         0.51988706 0.         0.        ]
compute	[2.        0.5096367 0.        0.       ]
heap	[ 25.           0.57660567   0.         -11.        ]
obtain	[0 0 0 0]
nondeterministic	[30.          0.54638638  0.         -8.        ]
rational	[21.          0.56059626  1.         -5.        ]
generated	[12.          0.54452051  0.         -4.        ]
parity	[ 49.          0.5978951   3.        -13.       ]
common	[ 3.          0.53153503  0.         -2.        ]
expressive power	[44.          0.58602268  1.         -5.        ]
negative	[ 6.          0.54686023  0.         -3.        ]
existing	[ 5.         0.5298013  0.        -2.       ]
decision procedures	[20.          0.57292566  2.         -1.        ]
p	[ 20.           0.54079096   0.         -12.        ]
flow	[35.          0.60615133  1.         -6.        ]
check	[ 6.          0.51661052  0.         -2.        ]
definable	[18.          0.58764345  0.         -5.        ]
notions	[ 3.          0.52120548  0.         -2.        ]
random	[15.          0.54277515  0.         -2.        ]
game semantics	[ 9.         0.5694877  2.        -4.       ]
fixed	[ 6.        0.562804  0.       -2.      ]
generation	[0 0 0 0]
upper	[49.          0.59795829  1.         -5.        ]
separation logic	[28.          0.55198561  0.         -1.        ]
forward	[ 6.          0.54978178  0.         -3.        ]
communication	[ 9.          0.56540348  0.         -1.        ]
qcdcl	[39.          0.65264269  1.         -6.        ]
distributed systems	[15.          0.55330567  0.         -1.        ]
characterization	[ 4.          0.53789642  1.         -3.        ]
expressed	[0 0 0 0]
generic	[0 0 0 0]
events	[22.          0.58299709  1.         -2.        ]
actions	[25.          0.56727609  0.         -3.        ]
metric	[ 7.          0.55341768  0.         -5.        ]
verify	[10.          0.51946977  0.         -2.        ]
variable	[10.         0.5585766  1.        -6.       ]
transformation	[11.          0.53826432  0.         -2.        ]
without	[0 0 0 0]
logic programming	[5.         0.55162048 1.         0.        ]
even	[ 7.          0.60439471  0.         -2.        ]
high	[0 0 0 0]
concept	[ 2.          0.55720168  0.         -1.        ]
safety properties	[29.          0.54170877  1.         -2.        ]
support	[0 0 0 0]
dual	[13.          0.54034179  1.         -6.        ]
numbers	[18.         0.5584989  0.        -3.       ]
sequence	[ 7.          0.59380897  1.         -3.        ]
them	[0 0 0 0]
undecidability	[25.          0.57879517  1.         -6.        ]
develop	[0 0 0 0]
code	[19.          0.58295294  0.         -6.        ]
effective	[ 5.         0.5548961  0.        -5.       ]
encoding	[3.         0.53237156 0.         0.        ]
hoare	[ 31.           0.59398822   3.         -10.        ]
loop	[ 21.           0.57381497   0.         -11.        ]
via	[0 0 0 0]
symmetry	[30.          0.59867935  3.         -6.        ]
theorem prover	[30.          0.58137337  0.         -6.        ]
expression	[ 24.           0.54080494   0.         -10.        ]
type classes	[28.          0.56982786  1.         -3.        ]
multi	[ 7.          0.56091977  0.         -2.        ]
the logic	[0 0 0 0]
literature	[11.          0.57353115  1.         -2.        ]
pda	[31.          0.65365342  2.         -7.        ]
solution	[ 3.          0.52202155  1.         -2.        ]
normal	[16.          0.55893823  1.         -6.        ]
termination arguments	[36.          0.57682832  1.         -1.        ]
schema	[ 39.           0.60789261   0.         -14.        ]
sufficient	[11.          0.55207535  0.         -2.        ]
operation	[ 7.          0.51860018  0.         -2.        ]
mu	[10.          0.64637198  0.         -6.        ]
run	[2.         0.51143816 0.         0.        ]
tests	[16.          0.53268815  0.         -5.        ]
n	[ 26.           0.55824534   1.         -17.        ]
adding	[0 0 0 0]
call	[ 9.          0.56905058  0.         -1.        ]
coalgebraic	[17.          0.56849749  0.         -9.        ]
implementations	[6.         0.51427494 1.         0.        ]
machines	[22.          0.54831104  1.         -3.        ]
l	[ 49.          0.5636955   2.        -22.       ]
wide	[19.          0.56809663  1.         -5.        ]
description logic	[47.          0.58927754  1.         -8.        ]
works	[0 0 0 0]
powerful	[ 5.          0.55977132  0.         -4.        ]
exponentially	[15.          0.54395396  0.         -3.        ]
finite automata	[27.          0.57017854  1.         -5.        ]
integer	[19.          0.56752435  1.         -7.        ]
equality	[0 0 0 0]
sequences	[19.          0.58915735  0.         -3.        ]
compositional	[ 4.          0.53383692  0.         -1.        ]
natural numbers	[29.          0.56807534  0.         -3.        ]
feature	[ 5.          0.54381902  0.         -2.        ]
theorems	[ 4.          0.52283914  0.         -2.        ]
type system	[30.          0.58814129  0.         -6.        ]
interpreted	[2.         0.50446349 0.         0.        ]
precise	[0 0 0 0]
beta	[49.          0.61375618  2.         -9.        ]
suitable	[0 0 0 0]
computations	[0 0 0 0]
hierarchy	[ 6.          0.53349026  0.         -3.        ]
library	[15.         0.5622679  0.        -4.       ]
domains	[ 5.          0.54222922  0.         -1.        ]
realizability	[ 29.           0.57493905   0.         -12.        ]
negation	[11.          0.52757207  1.         -1.        ]
basic	[0 0 0 0]
wireless networks	[24.          0.59108522  1.         -2.        ]
nodes	[14.          0.53350329  0.         -5.        ]
string	[ 36.           0.57671345   3.         -10.        ]
kinds	[ 2.         0.5893414  0.        -1.       ]
rule	[0 0 0 0]
synchronous	[ 40.           0.54475367   0.         -17.        ]
evaluated	[ 8.          0.55083683  0.         -1.        ]
test	[14.          0.53699289  2.         -7.        ]
substitution	[ 9.          0.55732264  0.         -3.        ]
transformations	[22.          0.54620116  1.         -5.        ]
heuristic	[13.          0.55688508  1.         -5.        ]
criterion	[ 8.          0.57817052  0.         -2.        ]
first - order logic	[28.          0.55410859  1.          0.        ]
counter	[ 4.          0.56442538  0.         -2.        ]
bisimulations	[4.         0.52279145 0.         0.        ]
full	[ 7.          0.53719897  1.         -3.        ]
interval	[20.         0.5636424  1.        -5.       ]
asynchronous	[ 38.          0.5861755   1.        -11.       ]
petri	[49.          0.61932778  1.         -5.        ]
principle	[16.          0.56554358  0.         -2.        ]
dynamic	[ 3.          0.61103253  0.         -3.        ]
interpretations	[27.          0.56440507  1.         -3.        ]
derivations	[34.          0.55787407  1.         -4.        ]
lf	[29.          0.60155527  0.         -8.        ]
rewritings	[ 46.           0.70911354   3.         -10.        ]
goal	[0 0 0 0]
various	[0 0 0 0]
criteria	[ 5.          0.52120167  0.         -4.        ]
concepts	[17.          0.53928338  0.         -5.        ]
orders	[ 6.         0.5937963  0.        -4.       ]
component	[ 3.          0.52180529  0.         -2.        ]
expressions	[ 4.          0.52525584  0.         -2.        ]
computability	[19.          0.55028784  1.         -2.        ]
cases	[2.         0.53630289 0.         0.        ]
epsilon	[22.          0.58340018  1.         -7.        ]
separation	[12.        0.547907  0.       -4.      ]
examples	[0 0 0 0]
the notion	[9.         0.54289578 0.         0.        ]
modulo	[ 8.          0.53599818  2.         -2.        ]
guarantees	[ 3.          0.50710028  0.         -1.        ]
output	[30.         0.5523074  1.        -7.       ]
sharing	[ 34.           0.62018481   0.         -11.        ]
b	[28.          0.53638639  2.         -8.        ]
discrete time	[19.         0.5654633  0.        -2.       ]
consists	[ 3.          0.53568618  0.         -1.        ]
developed	[0 0 0 0]
epistemic	[ 49.        0.59806   3.      -12.     ]
reachability problem	[45.          0.58583633  1.         -8.        ]
formalism	[10.          0.52613944  0.         -9.        ]
respectively	[0 0 0 0]
information flow	[36.          0.66614997  1.         -4.        ]
objects	[ 3.          0.54343289  0.         -2.        ]
approximate	[21.          0.56913491  0.         -7.        ]
coalgebras	[44.          0.60760956  1.         -3.        ]
unbounded	[3.         0.56265875 1.         0.        ]
optimal	[ 3.          0.53524192  0.         -1.        ]
traces	[ 7.          0.54854401  0.         -1.        ]
topology	[ 2.          0.51593336  0.         -2.        ]
walt	[26.          0.55420224  2.         -2.        ]
whether	[0 0 0 0]
categories	[ 8.          0.55127566  0.         -3.        ]
considered	[ 6.          0.51748951  0.         -4.        ]
the set	[27.          0.53797991  0.          0.        ]
hard	[27.          0.57615947  1.         -5.        ]
theoretical	[0 0 0 0]
parametric	[0 0 0 0]
optimization	[38.          0.57593976  1.         -2.        ]
robustness	[ 9.          0.53595649  0.         -3.        ]
make	[ 4.          0.56020957  0.         -3.        ]
rewrite	[17.          0.56920223  1.         -3.        ]
linear temporal logic	[33.          0.55171648  0.         -3.        ]
three	[0 0 0 0]
existence	[10.          0.56038273  0.         -2.        ]
providing	[0 0 0 0]
requires	[0 0 0 0]
checker	[ 36.           0.55089141   0.         -11.        ]
describe	[0 0 0 0]
modal logics	[7.         0.54505248 0.         0.        ]
clause	[11.          0.57648828  0.         -3.        ]
allowing	[ 4.          0.53432369  0.         -1.        ]
confluence	[22.          0.56470787  2.         -4.        ]
description logics	[9.         0.56677363 0.         0.        ]
constants	[15.          0.56368684  0.         -2.        ]
mmt	[ 48.           0.64945144   1.         -10.        ]
steps	[7.         0.51680408 0.         0.        ]
explosion	[34.          0.56442103  1.         -8.        ]
reason	[ 6.          0.54795856  0.         -1.        ]
meta	[10.          0.54924784  1.         -2.        ]
light	[ 30.           0.58046334   3.         -10.        ]
main	[0 0 0 0]
emptiness	[32.          0.59923282  0.         -4.        ]
state space	[31.         0.5835708  2.        -7.       ]
reachable	[48.          0.61741821  0.         -9.        ]
useful	[0 0 0 0]
terminating	[ 4.         0.5220467  0.        -4.       ]
shape	[30.          0.54981162  1.         -4.        ]
module	[ 43.           0.63554036   0.         -18.        ]
java	[46.          0.61011043  2.         -9.        ]
quasi	[13.          0.56439788  0.         -6.        ]
integration	[29.          0.57365802  0.         -5.        ]
access	[31.         0.5527194  0.        -6.       ]
strings	[26.          0.56055955  1.         -5.        ]
available	[4.         0.53600681 0.         0.        ]
includes	[0 0 0 0]
proof search	[7.         0.56670395 0.         0.        ]
showing	[0 0 0 0]
precisely	[ 3.          0.54589587  0.         -2.        ]
the theory	[4.         0.56462649 0.         0.        ]
